review,guest_satisfaction_overall,accuracy_rating,cleanliness_rating,location_rating,value_rating,new_price,log_price
3,93,9,9,10,10,53.33333206176758,-1.125243067741394
6,97,10,9,9,10,53.33333206176758,-1.125243067741394
6,97,10,9,9,10,52.16666793823242,-1.1593010425567627
6,97,10,9,9,10,52.16666793823242,-1.1593010425567627
6,97,10,9,9,10,51,-1.194129228591919
6,97,10,9,9,10,52.16666793823242,-1.1593010425567627
8,98,10,9,10,10,66.83333587646484,-0.7777926921844482
8,98,10,9,10,10,66.83333587646484,-0.7777926921844482
8,98,10,9,10,10,62.33333206176758,-0.8851280808448792
8,98,10,9,10,10,63.5,-0.8565737009048462
8,98,10,9,10,10,62.5,-0.8810162544250488
8,98,10,9,10,10,62.5,-0.8810162544250488
8,98,10,9,10,10,64.66666412353516,-0.8285399079322815
8,98,10,9,10,10,64.5,-0.832513689994812
1,100,10,10,10,10,89,-0.33672860264778137
1,100,10,10,10,10,87.83333587646484,-0.3570476174354553
1,100,10,10,10,10,87.83333587646484,-0.3570476174354553
1,100,10,10,10,10,87.83333587646484,-0.3570476174354553
2,100,10,10,10,10,86.66666412353516,-0.3776375651359558
3,100,10,10,10,10,90.66666412353516,-0.3081595301628113
3,100,10,10,10,10,89.66666412353516,-0.32523754239082336
3,100,10,10,10,10,87.5,-0.3629025518894195
3,100,10,10,10,10,85.33333587646484,-0.4015118181705475
3,100,10,10,10,10,84.16666412353516,-0.42270973324775696
3,100,10,10,10,10,71.66666412353516,-0.6702751517295837
3,94,9,10,9,10,238,1.1779121160507202
3,100,9,10,9,10,236,1.164918065071106
3,100,9,10,9,10,235,1.1583795547485352
3,100,9,10,9,10,237,1.171428680419922
5,100,10,10,9,10,226,1.098247766494751
5,100,10,10,9,10,229,1.118553638458252
5,100,10,10,9,10,178,0.7306084036827087
6,100,10,10,9,10,175,0.7044344544410706
6,100,10,10,9,10,174,0.6956101655960083
6,100,10,10,9,10,138,0.3386725187301636
6,100,10,10,9,10,206,0.9555675983428956
6,100,10,10,9,10,205,0.9480745196342468
6,100,10,10,9,10,205,0.9480745196342468
6,100,10,10,9,10,212,0.9997770190238952
6,100,10,10,9,10,210,0.9851807951927184
6,100,10,10,9,10,209,0.9778308868408204
13,100,10,10,10,10,139,0.3497906029224396
8,95,10,9,10,9,163,0.5950504541397095
10,95,10,9,10,9,166.3333282470703,0.6262224912643433
12,96,10,9,10,9,163.1666717529297,0.5966246724128723
12,96,10,9,10,9,162,0.5855749249458313
1,97,10,8,10,10,87.33333587646484,-0.36583811044692993
1,97,10,8,10,10,88.5,-0.3454038202762604
3,94,10,9,9,9,87.33333587646484,-0.36583811044692993
4,100,10,9,10,10,77.33333587646484,-0.5530940890312195
9,91,9,10,9,9,77.33333587646484,-0.5530940890312195
10,92,9,10,8,9,77.33333587646484,-0.5530940890312195
13,94,9,10,9,9,76.16666412353516,-0.5765013694763184
15,95,10,10,9,9,70.16666412353516,-0.7028459310531616
19,95,10,10,9,9,69,-0.7286644577980042
19,95,10,10,9,9,70.16666412353516,-0.7028459310531616
20,95,10,10,9,9,68,-0.7511444091796875
25,95,10,10,9,9,66.83333587646484,-0.7777926921844482
25,95,10,10,9,9,66.83333587646484,-0.7777926921844482
27,96,10,10,9,9,62.33333206176758,-0.8851280808448792
31,96,10,10,9,9,79.5,-0.5105448365211487
34,96,10,10,9,10,79.5,-0.5105448365211487
36,96,10,10,9,10,79.5,-0.5105448365211487
38,95,10,10,9,10,81.66666412353516,-0.46914026141166687
44,95,10,9,10,10,80.5,-0.4912971258163452
1,97,10,10,10,10,127.16666412353516,0.21278251707553864
2,94,10,9,9,10,124.83333587646484,0.18426629900932312
2,90,10,9,9,10,123.83333587646484,0.17188164591789246
4,95,10,10,10,10,123.83333587646484,0.17188164591789246
8,93,9,9,10,9,124.83333587646484,0.18426629900932312
9,93,9,9,10,9,109.66666412353516,-0.01519594341516494
13,92,9,9,10,10,107.5,-0.04592299461364746
16,89,9,9,10,10,97.33333587646484,-0.19890476763248444
19,90,9,9,10,10,98.5,-0.180557981133461
20,91,9,9,10,10,96.16666412353516,-0.21747331321239471
22,90,9,8,10,10,106,-0.06755998730659485
22,90,9,8,10,10,105.83333587646484,-0.06998302787542343
23,91,9,9,10,10,100.33333587646484,-0.15216070413589478
23,91,9,9,10,10,99.33333587646484,-0.16758517920970917
24,90,9,9,10,10,99.16666412353516,-0.17017121613025665
24,90,9,9,10,10,98,-0.18839393556118011
1,100,10,10,10,10,114,0.04447759687900543
3,95,9,9,9,10,114,0.04447759687900543
3,95,9,9,9,10,113,0.03091078996658325
3,91,9,9,9,10,113,0.03091078996658325
5,92,10,9,10,10,118,0.09758103638887404
5,92,10,9,10,10,115.83333587646484,0.06904426217079163
6,90,9,9,10,9,113.83333587646484,0.04222490638494491
6,90,9,9,10,9,113.83333587646484,0.04222490638494491
7,80,9,9,10,9,110.66666412353516,-0.00121868832502514
7,80,9,9,10,9,108.66666412353516,-0.02930169366300106
7,80,9,9,10,9,107.66666412353516,-0.04353740438818931
7,80,9,9,10,9,100.33333587646484,-0.15216070413589478
7,80,9,9,10,9,102.5,-0.1192624643445015
7,80,9,9,10,9,101.5,-0.1343587189912796
7,80,9,9,10,9,101.33333587646484,-0.13688969612121582
7,80,9,9,10,9,105.5,-0.07484085112810135
7,80,9,9,10,9,104.5,-0.08950609713792801
7,80,9,9,10,9,103.5,-0.10431232303380966
1,94,10,8,10,10,142,0.38267120718955994
1,94,10,8,10,10,182,0.7648282647132874
2,94,10,8,10,9,179,0.7392351627349854
4,100,10,9,10,10,177,0.7219331860542297
5,96,10,9,10,10,177,0.7219331860542297
6,93,10,8,10,9,178,0.7306084036827087
7,91,9,8,10,9,175,0.7044344544410706
8,93,10,8,10,9,160,0.5664461255073547
8,93,10,8,10,9,158,0.5470765233039856
8,93,10,8,10,9,251,1.2598049640655518
8,93,10,8,10,9,244,1.2162504196166992
8,93,10,8,10,9,187.8333282470703,0.8134080171585083
8,93,10,8,10,9,185.6666717529297,0.7955421209335327
9,93,10,8,10,9,205.1666717529297,0.9493257403373718
9,93,10,8,10,9,225.1666717529297,1.092559576034546
9,93,10,8,10,9,151.1666717529297,0.4789972305297851
9,93,10,8,10,9,151.1666717529297,0.4789972305297851
10,94,10,9,10,9,152,0.48746246099472046
11,95,10,9,10,9,138.3333282470703,0.3423871099948883
11,95,10,9,10,9,163.3333282470703,0.5981967449188232
2,97,10,10,9,9,46,-1.3530166149139404
3,98,10,10,9,9,47,-1.319900631904602
3,98,10,10,9,9,47,-1.319900631904602
3,98,10,10,9,9,46,-1.3530166149139404
1,100,10,10,10,10,47,-1.319900631904602
1,100,10,10,10,10,48,-1.2874815464019775
1,100,10,10,10,10,48,-1.2874815464019775
1,100,10,10,10,10,47,-1.319900631904602
2,100,10,10,10,10,47,-1.319900631904602
4,100,10,9,10,10,46,-1.3530166149139404
6,93,9,9,9,9,46,-1.3530166149139404
7,91,9,9,9,9,45,-1.3868606090545654
8,93,9,9,9,9,46,-1.3530166149139404
8,93,9,9,9,9,45,-1.3868606090545654
9,91,9,9,9,9,44,-1.421465277671814
9,91,9,9,9,9,43,-1.4568654298782349
10,88,9,9,9,9,40,-1.5682278871536257
10,88,9,9,9,9,41,-1.530205249786377
10,88,9,9,9,9,41,-1.530205249786377
10,88,9,9,9,9,41,-1.530205249786377
10,88,9,9,9,9,42,-1.4930986166000366
10,88,9,9,9,9,42,-1.4930986166000366
10,88,9,9,9,9,42,-1.4930986166000366
5,96,10,10,10,10,142.8333282470703,0.3916812539100647
5,96,10,10,10,10,152.6666717529297,0.4942014217376709
5,96,10,10,10,10,149.3333282470703,0.4602077007293701
5,96,10,10,10,10,147.1666717529297,0.43770280480384827
6,97,10,10,10,10,145.8333282470703,0.4236881136894226
6,97,10,10,10,10,147,0.43595823645591736
6,97,10,10,10,10,143.5,0.3988512456417084
6,97,10,10,10,10,141.1666717529297,0.3736076056957245
6,97,10,10,10,10,140.1666717529297,0.36266061663627625
6,97,10,10,10,10,129.8333282470703,0.24473871290683744
6,97,10,10,10,10,124.16666412353516,0.17602063715457916
6,97,10,10,10,10,124.16666412353516,0.17602063715457916
6,97,10,10,10,10,124,0.17395223677158356
6,97,10,10,10,10,131.1666717529297,0.26047155261039734
6,97,10,10,10,10,130,0.24671459197998047
1,80,8,6,10,8,78.33333587646484,-0.5333096385002136
2,66,6,5,10,7,78.33333587646484,-0.5333096385002136
3,77,7,7,10,8,78.33333587646484,-0.5333096385002136
3,77,7,7,10,8,78.33333587646484,-0.5333096385002136
3,77,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
3,73,7,7,10,8,78.33333587646484,-0.5333096385002136
2,100,10,10,10,10,47,-1.319900631904602
2,100,10,10,10,10,49,-1.2557313442230225
2,100,10,10,10,10,48,-1.2874815464019775
2,100,10,10,10,10,48,-1.2874815464019775
2,100,10,10,10,10,47,-1.319900631904602
2,100,10,10,10,10,48,-1.2874815464019775
2,100,10,10,10,10,46,-1.3530166149139404
2,100,10,10,10,10,33,-1.8644500970840456
2,100,10,10,10,10,26,-2.2315657138824463
5,92,9,9,9,9,36,-1.730466365814209
6,93,9,9,9,9,37,-1.6882765293121338
6,93,9,9,9,9,37,-1.6882765293121338
6,93,9,9,9,9,37,-1.6882765293121338
6,93,9,9,9,9,38,-1.6472115516662598
6,93,9,9,9,9,38,-1.6472115516662598
6,93,9,9,9,9,38,-1.6472115516662598
72,94,9,9,10,10,42,-1.4930986166000366
5,98,10,10,10,10,78,-0.5398761034011841
6,99,10,10,10,10,79,-0.5202605128288269
11,99,10,10,10,10,78,-0.5398761034011841
11,100,10,10,10,10,77,-0.559745728969574
2,100,10,10,6,10,65.16666412353516,-0.8166794776916504
2,100,10,10,6,10,63.16666793823242,-0.8646783828735352
2,100,10,10,6,10,63,-0.8687468767166138
2,100,10,10,6,10,62,-0.8933847546577454
2,100,10,10,6,10,63,-0.8687468767166138
3,90,10,10,7,10,61,-0.9184235334396362
3,90,10,10,7,10,60,-0.9438757300376892
3,90,10,10,7,10,58.83333206176758,-0.974112331867218
4,94,10,10,9,9,77,-0.559745728969574
5,88,9,10,9,9,75,-0.6002699136734009
5,88,9,10,9,9,65,-0.820622444152832
5,88,9,10,9,9,69,-0.7286644577980042
5,88,9,10,9,9,68,-0.7511444091796875
6,90,9,10,9,9,69,-0.7286644577980042
7,91,9,10,9,9,54,-1.1061142683029177
8,90,9,10,9,9,53,-1.1348973512649536
9,91,9,10,9,9,52,-1.1642285585403442
10,92,9,10,9,9,58,-0.9960789680480956
10,92,9,10,9,9,49,-1.2557313442230225
11,93,9,10,9,9,49,-1.2557313442230225
11,93,9,10,9,9,51,-1.194129228591919
1,100,10,10,10,10,51.33333206176758,-1.1840978860855105
1,100,10,10,10,10,46,-1.3530166149139404
2,97,10,10,9,10,43,-1.4568654298782349
3,100,10,10,9,10,45.66666793823242,-1.3642154932022097
3,100,10,10,9,10,54.83333206176758,-1.0825330018997192
3,100,10,10,9,10,56.33333206176758,-1.0409756898880005
5,96,9,10,9,10,49.66666793823242,-1.234922170639038
7,94,9,10,9,10,48.83333206176758,-1.2609775066375732
8,95,10,10,10,10,47,-1.319900631904602
8,95,10,10,10,10,43.5,-1.4390637874603271
8,95,10,10,10,10,46,-1.3530166149139404
8,95,10,10,10,10,46.33333206176758,-1.3418985605239868
8,95,10,10,10,10,43.16666793823242,-1.4509087800979614
8,95,10,10,10,10,39.33333206176758,-1.5941081047058103
9,96,10,10,10,10,43.83333206176758,-1.4273091554641724
9,96,10,10,10,10,47.83333206176758,-1.2928375005722046
10,96,10,10,10,10,42.33333206176758,-1.4809261560440063
12,95,10,10,10,10,52,-1.1642285585403442
13,95,10,10,10,10,49,-1.2557313442230225
13,95,10,10,10,10,50,-1.224622130393982
18,96,10,10,9,10,44.33333206176758,-1.4098438024520874
3,98,10,10,10,10,179,0.7392351627349854
4,98,10,10,10,10,182,0.7648282647132874
5,98,10,10,10,10,179,0.7392351627349854
6,97,10,10,10,10,177,0.7219331860542297
8,98,10,10,10,10,301,1.539528489112854
8,98,10,10,10,10,303,1.5497257709503174
8,98,10,10,10,10,213,1.0070233345031738
8,98,10,10,10,10,210,0.9851807951927184
8,98,10,10,10,10,207,0.9630246758461
8,98,10,10,10,10,210,0.9851807951927184
8,98,10,10,10,10,204,0.9405447840690612
8,98,10,10,10,10,113,0.03091078996658325
8,98,10,10,10,10,112,0.01722282916307449
8,98,10,10,10,10,185,0.7900036573410034
8,98,10,10,10,10,189,0.8229422569274902
8,98,10,10,10,10,188,0.814773678779602
8,98,10,10,10,10,188,0.814773678779602
8,98,10,10,10,10,194,0.8631492853164673
8,98,10,10,10,10,192,0.8471924662590027
12,98,10,10,10,10,94,-0.2525632977485657
15,98,9,10,10,10,86,-0.3895288109779358
18,97,9,10,10,10,85,-0.4075385928153992
21,98,10,10,10,10,84,-0.42576202750205994
27,97,10,10,10,10,84,-0.42576202750205994
32,98,10,10,10,10,73,-0.6418896317481995
34,98,10,10,10,10,72,-0.6631293892860413
39,98,10,10,10,10,67,-0.7739568948745728
40,98,10,10,10,10,64,-0.8444966673851013
40,98,10,10,10,10,53,-1.1348973512649536
41,98,10,10,10,10,48,-1.2874815464019775
41,98,10,10,10,10,48,-1.2874815464019775
43,98,10,10,10,10,49,-1.2557313442230225
51,97,10,10,10,10,59,-0.969756007194519
1,100,10,10,10,10,102.83333587646484,-0.11426293104887009
1,100,10,10,10,10,114,0.04447759687900543
1,100,10,10,10,10,113,0.03091078996658325
1,100,10,10,10,10,111.83333587646484,0.01492975559085607
1,100,10,10,10,10,111.83333587646484,0.01492975559085607
1,100,10,10,10,10,111.83333587646484,0.01492975559085607
1,100,10,10,10,10,109.66666412353516,-0.01519594341516494
3,100,10,10,10,10,108.66666412353516,-0.02930169366300106
5,100,10,10,10,10,108.66666412353516,-0.02930169366300106
5,100,10,10,10,10,105.33333587646484,-0.07727563381195068
5,100,10,10,10,10,103.33333587646484,-0.1067941039800644
5,100,10,10,10,10,102.16666412353516,-0.12427815794944765
5,100,10,10,10,10,103.66666412353516,-0.10183495283126832
2,99,9,10,10,10,190.5,0.8351154923439026
5,97,8,10,10,10,194.6666717529297,0.8684322237968445
7,94,7,10,10,10,191.5,0.8431768417358398
10,90,8,10,10,9,189.5,0.8270107507705688
13,91,8,9,9,9,189.5,0.8270107507705688
13,91,8,9,9,9,190.5,0.8351154923439026
15,92,8,9,9,9,186.5,0.8024382591247559
16,91,9,9,9,9,184.3333282470703,0.7844446301460266
18,90,9,9,9,9,182.3333282470703,0.7676455974578857
18,90,9,9,9,9,184.3333282470703,0.7844446301460266
19,89,9,9,9,9,179.1666717529297,0.7406677007675171
21,89,8,9,9,9,176.1666717529297,0.7146662473678589
21,89,8,9,9,9,174,0.6956101655960083
22,89,8,9,9,9,189.6666717529297,0.8283647298812866
23,90,8,9,9,9,247.8333282470703,1.2402539253234863
24,90,9,9,10,9,246.8333282470703,1.2340282201766968
24,90,9,9,10,9,246.8333282470703,1.2340282201766968
24,90,9,9,10,9,255,1.2841506004333496
26,90,9,9,9,9,251.8333282470703,1.2649086713790894
26,90,9,9,9,9,251.8333282470703,1.2649086713790894
115,84,9,8,10,9,164,0.6044687628746033
1,94,8,10,10,8,298.6666564941406,1.5275447368621826
3,97,9,10,10,9,305.1666564941406,1.5606976747512815
3,97,9,10,10,9,299.8333435058594,1.5335479974746704
3,97,9,10,10,9,296.5,1.5163333415985107
4,100,10,10,10,9,296.5,1.5163333415985107
5,96,10,10,10,9,354.6666564941406,1.792166829109192
4,100,10,10,10,10,71,-0.6846657991409302
4,100,10,10,10,10,71,-0.6846657991409302
6,97,9,10,9,10,70,-0.7065083980560303
10,98,9,10,9,10,69,-0.7286644577980042
10,98,9,10,9,10,68,-0.7511444091796875
13,98,10,10,9,10,69,-0.7286644577980042
15,99,10,10,9,10,67,-0.7739568948745728
17,99,10,10,9,10,66,-0.7971130609512329
20,99,10,10,9,10,65,-0.820622444152832
20,99,10,10,9,10,61,-0.9184235334396362
20,99,10,10,9,10,78,-0.5398761034011841
20,99,10,10,9,10,78,-0.5398761034011841
20,99,10,10,9,10,78,-0.5398761034011841
20,99,10,10,9,10,80,-0.500890851020813
20,99,10,10,9,10,80,-0.500890851020813
20,99,10,10,9,10,79,-0.5202605128288269
36,97,10,10,10,10,45,-1.3868606090545654
1,100,10,10,10,10,70.16666412353516,-0.7028459310531616
2,100,10,10,10,10,69.16666412353516,-0.7249498963356018
5,96,10,10,9,10,69.16666412353516,-0.7249498963356018
9,98,10,10,9,10,67,-0.7739568948745728
9,98,10,10,9,10,66,-0.7971130609512329
9,98,10,10,9,10,67,-0.7739568948745728
10,98,10,10,9,10,69.66666412353516,-0.7138582468032837
10,98,10,10,9,10,68.66666412353516,-0.7361215353012085
10,98,10,10,9,10,64.33333587646484,-0.8364977240562439
10,98,10,10,9,10,65.5,-0.8088229894638062
10,98,10,10,9,10,64.33333587646484,-0.8364977240562439
10,98,10,10,9,10,67.5,-0.7625084519386292
4,98,10,10,10,10,90.5,-0.3109930157661438
6,99,10,10,10,10,92.66666412353516,-0.2745615541934967
8,98,10,10,9,9,91.5,-0.29407140612602234
8,100,10,10,9,9,90.5,-0.3109930157661438
9,98,10,10,9,9,90.5,-0.3109930157661438
10,96,10,10,9,9,89.5,-0.32810187339782715
13,97,10,10,9,9,87.33333587646484,-0.36583811044692993
13,97,10,10,9,9,85.16666412353516,-0.40452226996421814
13,97,10,10,9,9,84.16666412353516,-0.42270973324775696
13,97,10,10,9,9,83,-0.44420355558395386
13,97,10,10,9,9,77.66666412353516,-0.5464711785316467
13,97,10,10,9,9,78.83333587646484,-0.5235124826431274
13,97,10,10,9,9,78.83333587646484,-0.5235124826431274
13,97,10,10,9,9,78.83333587646484,-0.5235124826431274
13,97,10,10,9,9,81,-0.4817621111869812
13,97,10,10,9,9,84.83333587646484,-0.4105607867240906
13,97,10,10,9,9,83.83333587646484,-0.4288201928138733
21,97,10,10,9,9,80,-0.500890851020813
2,100,10,10,10,10,97,-0.204187735915184
2,100,10,10,10,10,95,-0.23626874387264252
3,100,10,10,10,10,94,-0.2525632977485657
6,100,10,10,10,10,95,-0.23626874387264252
6,100,10,10,10,10,93,-0.26903262734413147
6,100,10,10,10,10,92,-0.2856796085834503
2,90,9,10,9,9,113.16666412353516,0.03318036720156669
3,93,9,10,9,9,113.16666412353516,0.03318036720156669
3,93,9,10,9,9,116.5,0.07788100093603134
3,93,9,10,9,9,115.33333587646484,0.06238310784101486
5,96,9,10,10,9,115.33333587646484,0.06238310784101486
52,96,10,10,10,10,111,0.0034129845444113
1,100,10,10,8,10,93,-0.26903262734413147
4,85,9,7,9,10,93,-0.26903262734413147
7,89,9,8,9,10,99.5,-0.16500353813171387
10,92,9,8,9,10,97.5,-0.19627027213573456
15,94,9,9,9,10,96.33333587646484,-0.21480724215507507
21,95,9,9,9,10,95.33333587646484,-0.2308749109506607
23,95,9,9,9,10,96.33333587646484,-0.21480724215507507
24,95,9,9,9,10,93.16666412353516,-0.2662754952907562
28,96,9,9,9,10,92.16666412353516,-0.2828924059867859
28,96,9,9,9,10,91,-0.30250871181488037
29,96,9,9,9,10,96.66666412353516,-0.2094883024692535
29,96,9,9,9,10,98.83333587646484,-0.17535579204559326
29,96,9,9,9,10,98.83333587646484,-0.17535579204559326
30,96,9,9,9,10,97.83333587646484,-0.19101521372795105
32,96,9,9,9,10,102,-0.12679223716259003
33,96,9,9,9,10,100.83333587646484,-0.14450611174106598
34,96,9,9,9,10,99.83333587646484,-0.1598534882068634
1,100,10,10,10,10,203.6666717529297,0.938027024269104
3,96,10,9,9,9,199.5,0.9061971306800842
4,100,10,10,9,10,198.5,0.8984595537185669
4,100,10,10,9,10,197.3333282470703,0.8893827199935913
5,100,10,10,9,10,198.5,0.8984595537185669
6,97,10,10,9,9,195.3333282470703,0.8736960887908936
6,97,10,10,9,9,192.1666717529297,0.8485288023948669
7,97,10,10,9,9,190,0.8310682773590088
8,98,10,10,9,10,192.1666717529297,0.8485288023948669
8,98,10,10,9,10,187,0.8065610527992249
9,98,10,10,9,10,183.8333282470703,0.7802615761756897
10,98,10,10,9,9,182.6666717529297,0.7704585790634155
13,98,10,9,9,10,170.1666717529297,0.6613073348999023
15,97,10,9,9,9,173.1666717529297,0.6882176995277405
15,97,10,9,9,9,177.6666717529297,0.7277220487594604
15,97,10,9,9,9,177.6666717529297,0.7277220487594604
16,96,10,9,9,9,183.1666717529297,0.7746673226356506
16,96,10,9,9,9,181,0.7563439607620239
4,85,10,7,10,9,62.5,-0.8810162544250488
4,85,10,7,10,9,64.5,-0.832513689994812
4,85,10,7,10,9,59.33333206176758,-0.96108078956604
4,85,10,7,10,9,60.33333206176758,-0.93534517288208
4,85,10,7,10,9,75.33333587646484,-0.593441367149353
4,85,10,7,10,9,77.33333587646484,-0.5530940890312195
6,87,10,7,9,9,76.33333587646484,-0.5731355547904968
1,80,8,8,6,6,297.8333435058594,1.523242712020874
5,93,10,8,9,9,293.6666564941406,1.501548409461975
6,93,10,9,9,9,290.5,1.484853744506836
8,95,10,9,10,9,290.5,1.484853744506836
8,95,10,9,10,9,291.6666564941406,1.4910250902175903
11,95,10,8,10,9,286.3333435058594,1.4626072645187378
12,95,10,9,10,10,283.1666564941406,1.4454829692840576
12,95,10,9,10,10,279,1.422656536102295
13,95,10,9,10,10,282.1666564941406,1.4400355815887451
14,96,10,9,10,10,273.8333435058594,1.3938738107681274
14,96,10,9,10,10,269.6666564941406,1.3702630996704102
14,96,10,9,10,10,267.5,1.3578410148620603
14,96,10,9,10,10,249.8333282470703,1.252630591392517
14,96,10,9,10,10,254,1.2781003713607788
14,96,10,9,10,10,253,1.2720258235931396
15,96,10,9,10,10,253,1.2720258235931396
17,95,10,9,10,10,261.3333435058594,1.3219279050827026
20,96,10,9,10,10,258.1666564941406,1.3031553030014038
23,96,10,9,10,10,258.1666564941406,1.3031553030014038
1,83,8,8,8,8,87,-0.3717268109321594
3,85,9,7,9,8,86,-0.3895288109779358
3,85,9,7,9,8,85,-0.4075385928153992
4,80,9,7,9,8,85,-0.4075385928153992
5,75,8,6,9,7,85,-0.4075385928153992
5,75,8,6,9,7,84,-0.42576202750205994
5,75,8,6,9,7,138,0.3386725187301636
5,75,8,6,9,7,136,0.316192626953125
2,93,9,10,8,9,83,-0.44420355558395386
6,97,10,10,9,10,82,-0.4628682732582092
7,97,10,10,9,10,81.83333587646484,-0.46600133180618286
7,97,10,10,9,10,80.83333587646484,-0.4849340617656708
8,98,9,10,9,9,81.83333587646484,-0.46600133180618286
12,95,10,10,8,9,80.66666412353516,-0.4881119132041931
15,96,10,10,8,9,79.66666412353516,-0.507320761680603
18,95,10,10,8,9,78.5,-0.5300371050834656
20,95,10,10,8,9,78.66666412353516,-0.5267711281776428
20,95,10,10,8,9,77.5,-0.549778938293457
21,95,10,10,8,9,75.33333587646484,-0.593441367149353
21,95,10,10,8,9,75.16666412353516,-0.5968519449234009
22,94,10,10,8,9,69.66666412353516,-0.7138582468032837
23,95,10,10,8,9,70.83333587646484,-0.6882849335670471
25,95,10,10,8,9,70.83333587646484,-0.6882849335670471
27,95,10,10,9,9,78.83333587646484,-0.5235124826431274
30,95,10,10,8,9,82,-0.4628682732582092
33,96,10,10,9,9,81,-0.4817621111869812
36,95,10,10,9,9,81,-0.4817621111869812
107,97,10,10,9,10,71.83333587646484,-0.6666978597640991
6,99,10,10,10,10,90,-0.31952357292175293
10,98,10,10,10,10,92,-0.2856796085834503
14,100,10,10,10,10,96.33333587646484,-0.21480724215507507
17,100,10,10,10,10,95.33333587646484,-0.2308749109506607
19,98,10,10,10,10,96.33333587646484,-0.21480724215507507
21,97,10,10,10,10,94.16666412353516,-0.2498355507850647
27,96,10,10,10,10,96,-0.22014454007148743
28,96,10,10,10,10,97.16666412353516,-0.2015444189310074
31,96,10,10,10,9,94,-0.2525632977485657
31,96,10,10,10,9,79.83333587646484,-0.5041025280952454
32,96,10,10,10,9,91.83333587646484,-0.2884719967842102
32,96,10,10,10,9,85.33333587646484,-0.4015118181705475
33,95,10,10,10,9,87.5,-0.3629025518894195
33,95,10,10,10,9,86.5,-0.3806017339229584
33,95,10,10,10,9,75.5,-0.5900388360023499
34,95,10,10,10,9,89.66666412353516,-0.32523754239082336
1,100,10,8,10,10,142,0.38267120718955994
1,100,10,8,10,10,140.8333282470703,0.36996716260910034
1,100,10,8,10,10,131.1666717529297,0.26047155261039734
1,100,10,8,10,10,134.3333282470703,0.29720553755760193
1,100,10,8,10,10,133.3333282470703,0.2856997847557068
1,100,10,8,10,10,133.1666717529297,0.28377383947372437
1,100,10,8,10,10,137.6666717529297,0.3349483907222748
2,100,10,9,10,10,136.5,0.3218434453010559
2,100,10,9,10,10,135.5,0.3105212450027466
2,81,9,9,8,8,141.1666717529297,0.3736076056957245
7,92,10,9,9,9,138.8333282470703,0.3479432165622711
8,85,9,9,10,9,137.6666717529297,0.3349483907222748
9,87,9,8,10,9,160.6666717529297,0.5728488564491272
10,88,9,9,10,9,156,0.5274609327316284
10,88,9,9,10,9,153.6666717529297,0.5042548179626465
10,88,9,9,10,9,155.8333282470703,0.5258147120475769
10,88,9,9,10,9,151.3333282470703,0.48069411516189575
11,87,9,8,10,9,148.8333282470703,0.4550436735153198
11,87,9,8,10,9,147.6666717529297,0.4429255425930023
2,93,10,9,9,9,44.5,-1.40406596660614
3,95,10,9,9,9,45.66666793823242,-1.3642154932022097
4,96,10,10,10,10,44.66666793823242,-1.3983094692230225
4,96,10,10,10,10,43.5,-1.4390637874603271
4,96,10,10,10,10,44.5,-1.40406596660614
4,96,10,10,10,10,43.5,-1.4390637874603271
4,96,10,10,10,10,53.5,-1.1204384565353394
4,96,10,10,10,10,41.33333206176758,-1.5177369117736816
4,96,10,10,10,10,42.33333206176758,-1.4809261560440063
9,96,10,9,10,10,103.5,-0.10431232303380966
10,94,10,9,10,10,105.66666412353516,-0.0724104642868042
12,88,10,8,10,9,101,-0.141963392496109
13,89,10,8,10,9,90.5,-0.3109930157661438
13,89,10,8,10,9,97.16666412353516,-0.2015444189310074
13,89,10,8,10,9,104,-0.09689122438430786
13,89,10,8,10,9,110.83333587646484,0.00109861663077026
13,89,10,8,10,9,109.83333587646484,-0.01285734493285417
15,89,10,8,10,9,109.83333587646484,-0.01285734493285417
16,89,10,8,10,9,117.83333587646484,0.0954047068953514
1,80,10,10,10,8,87.66666412353516,-0.35997214913368225
3,87,9,9,10,9,90.16666412353516,-0.31667467951774597
5,92,10,9,10,9,93,-0.26903262734413147
5,92,10,9,10,9,93,-0.26903262734413147
1,80,10,10,10,8,86.5,-0.3806017339229584
1,80,10,10,10,8,87.66666412353516,-0.35997214913368225
12,88,9,8,10,9,52,-1.1642285585403442
14,81,9,8,10,8,52,-1.1642285585403442
15,81,9,8,10,8,52,-1.1642285585403442
16,81,9,8,10,8,52,-1.1642285585403442
16,81,9,8,10,8,51,-1.194129228591919
